,Order_ID,Customer_ID,Postal_Code,Product_ID,Sales,Quantity,Discount,Profit,Category,Sub-Category,Product_Name,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,Country/Region,City,State,Region,Month_Order,Day_Order,Days_Shipping,pca_1,pca_2,clusters
526,CA-2020-113558,PH-18790,33801,FUR-CH-10003379,683.952,3,0.2,42.747,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,2020-10-21,2020-10-26,Standard Class,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,South,10,21,5,-0.02085415483694157,-0.8357513878474998,3
527,CA-2020-113558,PH-18790,33801,FUR-FU-10001756,45.696,3,0.2,5.1408,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",2020-10-21,2020-10-26,Standard Class,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,South,10,21,5,-0.011374488676556563,-0.9170862455618446,3
528,US-2018-138303,MG-18145,19134,OFF-ST-10004963,36.336,3,0.2,-7.2672,Office Supplies,Storage,Eldon Gobal File Keepers,2018-09-03,2018-09-07,Standard Class,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,East,9,3,4,-0.7671918294435087,0.3545338505128254,0
529,US-2018-138303,MG-18145,19134,OFF-SU-10002881,666.248,1,0.2,-149.9058,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,2018-09-03,2018-09-07,Standard Class,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,East,9,3,4,-0.7514591653987608,0.27833043546294767,0
530,US-2018-138303,MG-18145,19134,OFF-EN-10001335,52.512,6,0.2,19.692,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",2018-09-03,2018-09-07,Standard Class,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,East,9,3,4,-0.7577196548449063,0.28408625404064125,0
531,CA-2018-102848,KB-16240,90036,FUR-CH-10000595,190.72,1,0.2,11.92,Furniture,Chairs,Safco Contoured Stacking Chairs,2018-11-07,2018-11-09,Second Class,Karen Bern,Corporate,United States,Los Angeles,California,West,11,7,2,1.3292362765510768,-0.6554285199505407,2
532,US-2020-129441,JC-15340,90032,FUR-FU-10000448,47.94,3,0.0,2.397,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,2020-09-07,2020-09-11,Standard Class,Jasper Cacioppo,Consumer,United States,Los Angeles,California,West,9,7,4,1.3361710063338261,-0.7348657618801019,2
533,CA-2019-168753,RL-19615,36116,TEC-PH-10000984,979.95,5,0.0,274.386,Technology,Phones,Panasonic KX-TG9471B,2019-05-29,2019-06-01,Second Class,Rob Lucas,Consumer,United States,Montgomery,Alabama,South,5,29,3,-0.04104929411687895,-0.7945385726666445,3
534,CA-2019-168753,RL-19615,36116,OFF-BI-10002557,22.75,5,0.0,11.375,Office Supplies,Binders,Presstex Flexible Ring Binders,2019-05-29,2019-06-01,Second Class,Rob Lucas,Consumer,United States,Montgomery,Alabama,South,5,29,3,-0.2563549974801046,0.6035237233578439,0
535,CA-2019-126613,AA-10375,85204,OFF-ST-10001325,16.768,2,0.2,1.4672,Office Supplies,Storage,Sterilite Officeware Hinged File Box,2019-07-10,2019-07-16,Standard Class,Allen Armold,Consumer,United States,Mesa,Arizona,West,7,10,6,0.4750794490101709,0.5809593047296415,1
536,US-2020-122637,EP-13915,60653,OFF-BI-10002429,42.616,7,0.8,-68.1856,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",2020-09-03,2020-09-08,Second Class,Emily Phan,Consumer,United States,Chicago,Illinois,Central,9,3,5,-0.3815910790766328,0.6016791173646274,0
537,CA-2018-147851,MP-17470,10009,OFF-BI-10004528,10.752,4,0.2,3.36,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2018-12-03,2018-12-08,Standard Class,Mark Packer,Home Office,United States,New York City,New York,East,12,3,5,-1.0175643338452272,0.4344724271721121,0
538,CA-2018-134894,DK-12985,42420,OFF-AP-10001271,152.94,3,0.0,41.2938,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,2018-12-07,2018-12-11,Standard Class,Darren Koutras,Consumer,United States,Henderson,Kentucky,South,12,7,4,-0.22882888072464938,0.44716471161773996,0
539,CA-2018-134894,DK-12985,42420,FUR-CH-10002647,283.92,4,0.0,70.98,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",2018-12-07,2018-12-11,Standard Class,Darren Koutras,Consumer,United States,Henderson,Kentucky,South,12,7,4,-0.013478567406499126,-0.8354220375967258,3
540,CA-2017-140795,BD-11500,54302,TEC-AC-10001432,468.9,6,0.0,206.316,Technology,Accessories,Enermax Aurora Lite Keyboard,2017-02-01,2017-02-03,First Class,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,Central,2,1,2,-0.11541906389649319,-0.7754894576423744,3
541,CA-2019-136924,ES-14080,85705,TEC-PH-10002262,380.864,8,0.2,38.0864,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,2019-07-14,2019-07-17,First Class,Erin Smith,Corporate,United States,Tucson,Arizona,West,7,14,3,0.6733903717017375,-0.7138738473923992,2
542,US-2018-120161,LM-17065,45503,OFF-ST-10001809,646.776,9,0.2,-145.5246,Office Supplies,Storage,Fellowes Officeware Wire Shelving,2018-12-18,2018-12-23,Standard Class,Liz MacKendrick,Consumer,United States,Springfield,Ohio,East,12,18,5,-0.667772052552517,0.3844840003104325,0
543,CA-2017-103849,PG-18895,76106,TEC-AC-10001465,58.112,2,0.2,7.264,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,2017-05-11,2017-05-16,Standard Class,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,Central,5,11,5,-0.1837806875581411,-0.757164282166109,3
544,CA-2017-103849,PG-18895,76106,TEC-PH-10002597,100.792,1,0.2,6.2995,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,2017-05-11,2017-05-16,Standard Class,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,Central,5,11,5,-0.1891635396770012,-0.7832300539459072,3
545,CA-2017-103849,PG-18895,76106,FUR-FU-10000723,66.112,4,0.6,-84.2928,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",2017-05-11,2017-05-16,Standard Class,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,Central,5,11,5,-0.1461193248701157,-0.9099003255926263,3
546,CA-2020-162929,AS-10135,10035,OFF-BI-10000404,41.28,6,0.2,13.932,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,2020-11-19,2020-11-22,First Class,Adrian Shami,Home Office,United States,New York City,New York,East,11,19,3,-1.0106957556450564,0.42475823580671634,0
547,CA-2020-162929,AS-10135,10035,OFF-PA-10002986,13.36,2,0.0,6.4128,Office Supplies,Paper,Xerox 1898,2020-11-19,2020-11-22,First Class,Adrian Shami,Home Office,United States,New York City,New York,East,11,19,3,-0.9882325703445176,0.39754064430063873,0
548,CA-2018-113173,DK-13225,60653,OFF-ST-10000604,250.272,9,0.2,15.642,Office Supplies,Storage,Home/Office Personal File Carts,2018-11-15,2018-11-17,Second Class,Dean Katz,Corporate,United States,Chicago,Illinois,Central,11,15,2,-0.3563971198885723,0.4892750573906506,0
549,CA-2018-113173,DK-13225,60653,OFF-BI-10004738,11.364,3,0.8,-17.046,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,2018-11-15,2018-11-17,Second Class,Dean Katz,Corporate,United States,Chicago,Illinois,Central,11,15,2,-0.3813356687657207,0.603019565368309,0
550,CA-2018-113173,DK-13225,60653,OFF-SU-10001935,8.72,5,0.2,-1.744,Office Supplies,Supplies,Staple remover,2018-11-15,2018-11-17,Second Class,Dean Katz,Corporate,United States,Chicago,Illinois,Central,11,15,2,-0.3406644558438244,0.41307164234077287,0
551,CA-2019-136406,BD-11320,94110,FUR-CH-10002024,1121.568,2,0.2,0.0,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2019-04-15,2019-04-17,Second Class,Bill Donatelli,Consumer,United States,San Francisco,California,West,4,15,2,1.2610050880036816,-0.6606264654213153,2
552,CA-2020-112774,RC-19960,32216,FUR-FU-10003039,34.504,1,0.2,6.0382,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",2020-09-11,2020-09-12,First Class,Ryan Crowe,Consumer,United States,Jacksonville,Florida,South,9,11,1,-0.008744971976554182,-0.9288953526391869,3
553,CA-2020-101945,GT-14710,77070,OFF-FA-10004248,10.824,3,0.2,2.5707,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,2020-11-24,2020-11-28,Standard Class,Greg Tran,Consumer,United States,Houston,Texas,Central,11,24,4,-0.3897985118031742,0.4288968945790179,0
554,CA-2020-100650,DK-13225,92804,OFF-ST-10001780,1295.78,2,0.0,310.9872,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2020-06-29,2020-07-03,Second Class,Dean Katz,Corporate,United States,Anaheim,California,West,6,29,4,0.9224561940837239,0.6476442873084459,1
555,CA-2017-155852,AJ-10945,28403,OFF-AR-10003560,19.456,4,0.2,3.4048,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,2017-03-03,2017-03-07,Second Class,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,South,3,3,4,-0.2372301618885724,0.48625985263907623,0
556,CA-2019-113243,OT-18730,90045,OFF-LA-10001297,20.7,2,0.0,9.936,Office Supplies,Labels,Avery 473,2019-06-10,2019-06-15,Standard Class,Olvera Toch,Consumer,United States,Los Angeles,California,West,6,10,5,1.1147995149344092,0.6177063350287161,1
557,CA-2019-113243,OT-18730,90045,FUR-TA-10004256,1335.68,4,0.2,-217.048,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,2019-06-10,2019-06-15,Standard Class,Olvera Toch,Consumer,United States,Los Angeles,California,West,6,10,5,1.3199802019506075,-0.5932800226944588,2
558,CA-2019-113243,OT-18730,90045,OFF-PA-10003441,32.4,5,0.0,15.552,Office Supplies,Paper,Xerox 226,2019-06-10,2019-06-15,Standard Class,Olvera Toch,Consumer,United States,Los Angeles,California,West,6,10,5,1.1002842734642537,0.7626492142850283,1
559,CA-2020-118731,LP-17080,94110,FUR-FU-10003347,42.6,3,0.0,16.614,Furniture,Furnishings,Coloredge Poster Frame,2020-11-20,2020-11-22,Second Class,Liz Pelletier,Consumer,United States,San Francisco,California,West,11,20,2,1.2704847541640667,-0.74196132313566,2
560,CA-2020-118731,LP-17080,94110,OFF-BI-10000069,84.056,7,0.2,27.3182,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",2020-11-20,2020-11-22,Second Class,Liz Pelletier,Consumer,United States,San Francisco,California,West,11,20,2,1.0121348359939555,0.7827712445355475,1
561,CA-2017-145576,CA-12775,33614,OFF-AP-10003914,13.0,5,0.2,1.3,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",2017-09-14,2017-09-18,Second Class,Cynthia Arntzen,Consumer,United States,Tampa,Florida,South,9,14,4,-0.23512147434421787,0.44225065304619937,0
562,CA-2017-145576,CA-12775,33614,FUR-FU-10004020,13.128,3,0.2,3.7743,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,2017-09-14,2017-09-18,Second Class,Cynthia Arntzen,Consumer,United States,Tampa,Florida,South,9,14,4,-0.010291494865682593,-0.9216709538826112,3
563,CA-2018-130736,JF-15490,98105,OFF-FA-10003467,3.96,2,0.0,0.0,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",2018-12-07,2018-12-09,First Class,Jeremy Farry,Consumer,United States,Seattle,Washington,West,12,7,2,0.5963563408781192,0.5076903178748389,1
564,CA-2018-130736,JF-15490,98105,OFF-LA-10000634,2.61,1,0.0,1.2006,Office Supplies,Labels,Avery 509,2018-12-07,2018-12-09,First Class,Jeremy Farry,Consumer,United States,Seattle,Washington,West,12,7,2,0.5944837644874277,0.5229044799462177,1
565,CA-2020-137099,FP-14320,90008,TEC-PH-10002496,374.376,3,0.2,46.797,Technology,Phones,Cisco SPA301,2020-12-07,2020-12-10,First Class,Frank Preis,Consumer,United States,Los Angeles,California,West,12,7,3,1.2999953697271114,-0.6179096815987783,2
566,CA-2020-156951,EB-13840,98105,OFF-PA-10004530,91.84,8,0.0,45.0016,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,2020-10-01,2020-10-08,Standard Class,Ellis Ballard,Corporate,United States,Seattle,Washington,West,10,1,7,0.5733553551280135,0.6789019985716072,1
567,CA-2020-156951,EB-13840,98105,OFF-BI-10001107,81.088,7,0.2,27.3672,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2020-10-01,2020-10-08,Standard Class,Ellis Ballard,Corporate,United States,Seattle,Washington,West,10,1,7,0.5508921698274747,0.7061195900776849,1
568,CA-2020-156951,EB-13840,98105,OFF-PA-10004451,19.44,3,0.0,9.3312,Office Supplies,Paper,Xerox 222,2020-10-01,2020-10-08,Standard Class,Ellis Ballard,Corporate,United States,Seattle,Washington,West,10,1,7,0.5733553551280135,0.6789019985716072,1
569,CA-2020-156951,EB-13840,98105,FUR-CH-10004997,451.152,3,0.2,0.0,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,2020-10-01,2020-10-08,Standard Class,Ellis Ballard,Corporate,United States,Seattle,Washington,West,10,1,7,0.7997624218372008,-0.737278119879178,2
570,CA-2020-164826,JF-15415,10024,OFF-LA-10001297,72.45,7,0.0,34.776,Office Supplies,Labels,Avery 473,2020-12-28,2021-01-04,Standard Class,Jennifer Ferguson,Consumer,United States,New York City,New York,East,12,28,7,-0.9810967276963571,0.2596310604023593,0
571,CA-2020-164826,JF-15415,10024,OFF-FA-10000585,13.96,4,0.0,6.4216,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,2020-12-28,2021-01-04,Standard Class,Jennifer Ferguson,Consumer,United States,New York City,New York,East,12,28,7,-0.9792241513056656,0.24441689833098046,0
572,CA-2020-164826,JF-15415,10024,OFF-BI-10001922,33.264,7,0.2,11.2266,Office Supplies,Binders,Storex Dura Pro Binders,2020-12-28,2021-01-04,Standard Class,Jennifer Ferguson,Consumer,United States,New York City,New York,East,12,28,7,-1.0180751544670514,0.431791531164749,0
573,CA-2020-164826,JF-15415,10024,TEC-PH-10000347,14.85,3,0.0,4.0095,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2020-12-28,2021-01-04,Standard Class,Jennifer Ferguson,Consumer,United States,New York City,New York,East,12,28,7,-0.8027694511038257,-0.9662707648597394,3
574,CA-2019-127250,SF-20200,98270,OFF-AR-10003394,8.82,3,0.0,2.3814,Office Supplies,Art,Newell 332,2019-11-03,2019-11-07,Standard Class,Sarah Foster,Consumer,United States,Marysville,Washington,West,11,3,4,0.5198045335099952,0.5785719668550602,1
575,CA-2018-149713,TG-21640,90805,OFF-PA-10004530,160.72,14,0.0,78.7528,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,2018-09-18,2018-09-22,Second Class,Trudy Glocke,Consumer,United States,Long Beach,California,West,9,18,4,0.9141565839499615,0.7332518083137323,1
576,CA-2018-149713,TG-21640,90805,OFF-PA-10001450,19.92,4,0.0,9.7608,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,2018-09-18,2018-09-22,Second Class,Trudy Glocke,Consumer,United States,Long Beach,California,West,9,18,4,0.9141565839499615,0.7332518083137323,1
577,CA-2018-149713,TG-21640,90805,OFF-SU-10001574,7.3,2,0.0,2.19,Office Supplies,Supplies,Acme Value Line Scissors,2018-09-18,2018-09-22,Second Class,Trudy Glocke,Consumer,United States,Long Beach,California,West,9,18,4,0.9323646115713189,0.5705214767922738,1
578,CA-2020-118640,CS-11950,60610,OFF-ST-10002974,69.712,2,0.2,8.714,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",2020-07-20,2020-07-26,Standard Class,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,7,20,6,-0.358942056266208,0.4911726731754342,0
579,CA-2020-118640,CS-11950,60610,FUR-FU-10001475,8.792,1,0.6,-5.7148,Furniture,Furnishings,"Contract Clock, 14"", Brown",2020-07-20,2020-07-26,Standard Class,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,7,20,6,-0.12553068697324526,-0.9198153865181149,3
580,CA-2018-132906,CC-12145,90004,OFF-SU-10004498,51.52,4,0.0,1.5456,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,2018-09-10,2018-09-14,Standard Class,Charles Crestani,Consumer,United States,Los Angeles,California,West,9,10,4,1.1184923010856114,0.5999188827635696,1
581,CA-2020-145233,DV-13465,80219,TEC-PH-10004977,470.376,3,0.2,52.9173,Technology,Phones,GE 30524EE4,2020-12-01,2020-12-05,Standard Class,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,12,1,4,0.6628538779048425,-0.7089544854056431,2
582,CA-2020-145233,DV-13465,80219,TEC-PH-10000586,105.584,2,0.2,9.2386,Technology,Phones,AT&T SB67148 SynJ,2020-12-01,2020-12-05,Standard Class,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,12,1,4,0.6628538779048425,-0.7089544854056431,2
583,CA-2020-145233,DV-13465,80219,OFF-AP-10000358,31.152,3,0.2,3.5046,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,2020-12-01,2020-12-05,Standard Class,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,12,1,4,0.4810681132331928,0.5282968498764483,1
584,CA-2020-145233,DV-13465,80219,OFF-BI-10002764,6.783,7,0.7,-4.7481,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2020-12-01,2020-12-05,Standard Class,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,12,1,4,0.4475481745416169,0.6891078106188453,1
585,CA-2020-145233,DV-13465,80219,TEC-PH-10001254,406.368,4,0.2,30.4776,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,2020-12-01,2020-12-05,Standard Class,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,12,1,4,0.6628538779048425,-0.7089544854056431,2
586,CA-2018-128139,BD-11725,40475,FUR-CH-10003956,70.98,1,0.0,4.9686,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,2018-07-03,2018-07-09,Standard Class,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,South,7,3,6,-0.01592286462387738,-0.8346232555347345,3
587,CA-2018-128139,BD-11725,40475,OFF-LA-10003930,294.93,3,0.0,144.5157,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",2018-07-03,2018-07-09,Standard Class,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,South,7,3,6,-0.22781468986290937,0.4366139836597386,0
588,US-2019-156986,ZC-21910,97301,TEC-PH-10003800,84.784,2,0.2,-20.1362,Technology,Phones,i.Sound Portable Power - 8000 mAh,2019-03-20,2019-03-24,Standard Class,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,3,20,4,0.6520550498839728,-0.7020700992965992,2
589,US-2019-156986,ZC-21910,97301,OFF-PA-10002005,20.736,4,0.2,7.2576,Office Supplies,Paper,Xerox 225,2019-03-20,2019-03-24,Standard Class,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,3,20,4,0.45921253182128585,0.6687746052218116,1
590,US-2019-156986,ZC-21910,97301,OFF-BI-10002498,16.821,3,0.7,-12.8961,Office Supplies,Binders,Clear Mylar Reinforcing Strips,2019-03-20,2019-03-24,Standard Class,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,3,20,4,0.436749346520747,0.6959921967278893,1
591,US-2019-156986,ZC-21910,97301,OFF-PA-10004101,10.368,2,0.2,3.6288,Office Supplies,Paper,Xerox 1894,2019-03-20,2019-03-24,Standard Class,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,3,20,4,0.45921253182128585,0.6687746052218116,1
592,CA-2017-135405,MS-17830,78041,OFF-AR-10004078,9.344,2,0.2,1.168,Office Supplies,Art,Newell 312,2017-01-09,2017-01-13,Standard Class,Melanie Seite,Consumer,United States,Laredo,Texas,Central,1,9,4,-0.3743392845647937,0.494544414778298,0
593,CA-2017-135405,MS-17830,78041,TEC-AC-10001266,31.2,3,0.2,9.75,Technology,Accessories,Memorex Micro Travel Drive 8 GB,2017-01-09,2017-01-13,Standard Class,Melanie Seite,Consumer,United States,Laredo,Texas,Central,1,9,4,-0.1828627063114189,-0.7574171853950653,3
594,CA-2017-131450,LR-16915,92023,OFF-AP-10004708,76.12,2,0.0,22.0748,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,2017-08-08,2017-08-15,Standard Class,Lena Radford,Consumer,United States,San Diego,California,West,8,8,7,0.954698211078276,0.6018434847153621,1
595,CA-2017-131450,LR-16915,92023,TEC-CO-10004115,1199.976,3,0.2,434.9913,Technology,Copiers,Sharp AL-1530CS Digital Copier,2017-08-08,2017-08-15,Standard Class,Lena Radford,Consumer,United States,San Diego,California,West,8,8,7,1.1223583129811519,-0.48772379271104427,2
596,CA-2017-131450,LR-16915,92023,TEC-PH-10002398,445.96,5,0.2,55.745,Technology,Phones,AT&T 1070 Corded Phone,2017-08-08,2017-08-15,Standard Class,Lena Radford,Consumer,United States,San Diego,California,West,8,8,7,1.1364839757499257,-0.6354078505667293,2
597,CA-2017-131450,LR-16915,92023,FUR-FU-10001979,327.76,8,0.0,91.7728,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,2017-08-08,2017-08-15,Standard Class,Lena Radford,Consumer,United States,San Diego,California,West,8,8,7,1.1795281905568111,-0.7620781222134484,2
598,CA-2019-120180,TP-21130,19134,OFF-SU-10004115,11.632,2,0.2,1.0178,Office Supplies,Supplies,Acme Stainless Steel Office Snips,2019-07-14,2019-07-16,First Class,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,East,7,14,2,-0.7445905871985901,0.2686162440975519,0
599,US-2019-100720,CK-12205,19120,TEC-PH-10001425,143.982,3,0.4,-28.7964,Technology,Phones,Mophie Juice Pack Helium for iPhone,2019-07-16,2019-07-21,Standard Class,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,7,16,5,-0.5768246749574315,-0.9297839375340046,3
600,US-2019-100720,CK-12205,19120,TEC-PH-10003963,494.376,4,0.4,-115.3544,Technology,Phones,GE 2-Jack Phone Line Splitter,2019-07-16,2019-07-21,Standard Class,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,7,16,5,-0.5768246749574315,-0.9297839375340046,3
601,US-2019-100720,CK-12205,19120,OFF-SU-10001574,5.84,2,0.2,0.73,Office Supplies,Supplies,Acme Value Line Scissors,2019-07-16,2019-07-21,Standard Class,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,7,16,5,-0.7514591653987608,0.27833043546294767,0
602,CA-2017-149958,AS-10240,33614,OFF-ST-10001490,142.776,1,0.2,17.847,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",2017-03-15,2017-03-19,Standard Class,Alan Shonely,Consumer,United States,Tampa,Florida,South,3,15,4,-0.24599239022536892,0.49255516959940315,0
603,CA-2017-149958,AS-10240,33614,FUR-FU-10001756,45.696,3,0.2,5.1408,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",2017-03-15,2017-03-19,Standard Class,Alan Shonely,Consumer,United States,Tampa,Florida,South,3,15,4,-0.012581020932406182,-0.918432890094146,3
604,CA-2017-149958,AS-10240,33614,OFF-BI-10000773,7.218,3,0.7,-5.5338,Office Supplies,Binders,Insertable Tab Post Binder Dividers,2017-03-15,2017-03-19,Standard Class,Alan Shonely,Consumer,United States,Tampa,Florida,South,3,15,4,-0.27093093910251737,0.6062996775770616,0
605,CA-2017-149958,AS-10240,33614,OFF-BI-10001543,43.188,4,0.7,-31.6712,Office Supplies,Binders,GBC VeloBinder Manual Binding System,2017-03-15,2017-03-19,Standard Class,Alan Shonely,Consumer,United States,Tampa,Florida,South,3,15,4,-0.27093093910251737,0.6062996775770616,0
606,CA-2017-149958,AS-10240,33614,OFF-PA-10002120,131.904,3,0.2,47.8152,Office Supplies,Paper,Xerox 1889,2017-03-15,2017-03-19,Standard Class,Alan Shonely,Consumer,United States,Tampa,Florida,South,3,15,4,-0.24846775380197855,0.579082086070984,0
607,US-2017-105767,AR-10510,19134,OFF-BI-10000848,3.282,2,0.7,-2.6256,Office Supplies,Binders,Angle-D Ring Binders,2017-05-23,2017-05-27,Standard Class,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,5,23,4,-0.792130378320657,0.4682783584904838,0
608,US-2017-105767,AR-10510,19134,OFF-AR-10001246,21.168,9,0.2,2.3814,Office Supplies,Art,Newell 317,2017-05-23,2017-05-27,Standard Class,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,5,23,4,-0.7629184010919461,0.34824343441915684,0
609,US-2017-105767,AR-10510,19134,TEC-PH-10003092,55.188,2,0.4,-10.1178,Technology,Phones,Motorola L804,2017-05-23,2017-05-27,Standard Class,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,5,23,4,-0.5768246749574315,-0.9297839375340046,3
610,CA-2019-161816,NB-18655,75217,TEC-PH-10003012,369.576,3,0.2,41.5773,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,2019-04-28,2019-05-01,First Class,Nona Balk,Corporate,United States,Dallas,Texas,Central,4,28,3,-0.19094212582943382,-0.7887648314728484,3
611,CA-2019-161816,NB-18655,75217,OFF-LA-10004345,15.712,4,0.2,5.6956,Office Supplies,Labels,Avery 493,2019-04-28,2019-05-01,First Class,Nona Balk,Corporate,United States,Dallas,Texas,Central,4,28,3,-0.36926940242196526,0.4371369937892503,0
612,CA-2019-121223,GD-14590,19143,OFF-PA-10001204,8.448,2,0.2,2.64,Office Supplies,Paper,Xerox 1972,2019-09-11,2019-09-13,Second Class,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,East,9,11,2,-0.7671222566424827,0.43916315119962257,0
613,CA-2019-121223,GD-14590,19143,TEC-PH-10004667,728.946,9,0.4,-157.9383,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,2019-09-11,2019-09-13,Second Class,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,East,9,11,2,-0.574279738579796,-0.9316815533187882,3
614,CA-2020-138611,CK-12595,43123,TEC-PH-10000011,119.94,10,0.4,15.992,Technology,Phones,PureGear Roll-On Screen Protector,2020-11-14,2020-11-17,Second Class,Clytie Kelty,Consumer,United States,Grove City,Ohio,East,11,14,3,-0.47131782634759123,-0.90450379010852,3
615,CA-2020-138611,CK-12595,43123,OFF-BI-10002949,3.648,2,0.7,-2.7968,Office Supplies,Binders,Prestige Round Ring Binders,2020-11-14,2020-11-17,Second Class,Clytie Kelty,Consumer,United States,Grove City,Ohio,East,11,14,3,-0.686623529710817,0.4935585059159684,0
616,CA-2020-117947,NG-18355,10011,FUR-FU-10003849,40.48,2,0.0,15.7872,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",2020-08-18,2020-08-23,Second Class,Nat Gilpin,Corporate,United States,New York City,New York,East,8,18,5,-0.7571802999193047,-1.094838652291242,3
617,CA-2020-117947,NG-18355,10011,FUR-FU-10000010,9.94,2,0.0,3.0814,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",2020-08-18,2020-08-23,Second Class,Nat Gilpin,Corporate,United States,New York City,New York,East,8,18,5,-0.7571802999193047,-1.094838652291242,3
